correct bias, correct coupling 0, time bias, time coupling 0, time variance, exercise name
-0.0344119319519 , -0.00213912880454 , 0.241842510779 , -0.0520709760676 , 1.47445439979 , solving_for_the_y-intercept
-0.0342708099271 , 0.00775288535483 , 0.294709447228 , -0.0868856219596 , 1.55502620564 , prime_factorization
-0.0306103308516 , -0.0283440815318 , 1.00646842721 , 0.0717649789935 , 1.98420243917 , converting_percents_to_decimals
-0.0296013834723 , 0.0205658891092 , 0.163556792244 , -0.0564215653726 , 1.32945391518 , one_step_inequalities
-0.0295220447697 , -0.00424053544833 , 0.226788836375 , 0.0144132762249 , 1.44688876516 , z_scores_3
-0.0295113013642 , -0.0106961433738 , 0.220973843156 , 0.0300780329636 , 1.41010595987 , matrix_determinant
-0.0291190102995 , 0.032903722255 , 0.36746493988 , -0.0211740856577 , 1.61128118446 , divisibility
-0.0245691900235 , 0.00792051930538 , 0.244276615335 , -0.0452715235591 , 1.49755312029 , range_of_a_function
-0.0245209521136 , -0.00586930684282 , 0.265439564689 , 0.0176018256747 , 1.49334808693 , systems_of_equations
-0.0243725293656 , -0.0223394507052 , 0.335817513558 , 0.0161050389604 , 1.57573138245 , direct_and_inverse_variation
-0.0240693054378 , -0.00219724139061 , 0.454836447724 , -0.0393953585043 , 1.69328625799 , measuring_angles
-0.0198042240395 , -0.00349816386892 , 0.132995611935 , 0.0360761974507 , 1.29299604393 , distance_between_point_and_line
-0.0197949883318 , 0.00689283815427 , 0.130209099137 , -0.0179795826851 , 1.27609485132 , trigonometry_1.5
-0.0197557713732 , 0.0121087591393 , 0.165625590376 , -0.0103232994657 , 1.34432133627 , shaded_areas
-0.0196027961861 , 0.0118499559679 , 0.251227131846 , -0.0109781974274 , 1.46292832389 , ordering_improper_fractions_and_mixed_numbers
-0.019099187769 , -0.0121554890268 , 0.504171795778 , 0.0445213438479 , 1.76981893981 , subtracting_decimals_0.5
-0.0148410069356 , -0.00804550356864 , 0.151015906509 , -0.0490150786508 , 1.32299132636 , graphing_systems_of_equations
-0.0148082521721 , -0.00582257999703 , 0.183274141814 , -0.0139043438982 , 1.38223891094 , quadratic_equation
-0.0147725540044 , 0.0091415944515 , 0.218876163781 , -0.0181738090308 , 1.46312640861 , conditional_statements_and_truth_value
-0.014746886511 , 0.0205539564206 , 0.294172759617 , 0.00910890226426 , 1.55343266412 , triangle_inequality_theorem
-0.0147307770257 , 0.00465972400192 , 0.237850180373 , -0.0253741805251 , 1.44421391119 , simplifying_radicals
-0.0146241155996 , -0.0037620249772 , 0.336587076179 , 0.00709955154845 , 1.5818684717 , scaling_vectors
-0.014467839772 , -0.00659384233033 , 0.457316935097 , -0.0563982991778 , 1.70480749302 , representing_numbers
-0.00992700883756 , -0.00669453315602 , 0.0974247077629 , -0.00633769459587 , 1.23144787482 , herons_formula
-0.00987615860405 , 0.00499393680074 , 0.16689956456 , -0.0473182133801 , 1.35036824512 , exploring_standard_deviation_1
-0.00986897496747 , -0.0132606727668 , 0.199410449907 , -0.00790993325309 , 1.4114524711 , combinations_1
-0.00986857763233 , 0.0025679999746 , 0.157169057351 , -0.0878539404013 , 1.29293288878 , graphing_linear_equations
